timestamp,action_type,item_id,cursor_time,source,user_answer,platform
1560859385061,submit,b1441,,tutor,,mobile
1560859880511,enter,b5283,,tutor,,mobile
1560859884417,respond,q7187,,tutor,b,mobile
1560859885617,respond,q7190,,tutor,c,mobile
1560859885971,respond,q7190,,tutor,b,mobile
1560859893029,submit,b5283,,tutor,,mobile
1560859893094,enter,e5283,,tutor,,mobile
1560859902414,quit,e5283,,tutor,,mobile
1560859902474,enter,b7496,,tutor,,mobile
1560859925395,respond,q10145,,tutor,c,mobile
1560859926334,respond,q10145,,tutor,d,mobile
1560859934891,submit,b7496,,tutor,,mobile
1560859934956,enter,e7496,,tutor,,mobile
1560859941714,quit,e7496,,tutor,,mobile
1560859941832,enter,b7933,,tutor,,mobile
1560859955614,respond,q10682,,tutor,d,mobile
1560859961619,submit,b7933,,tutor,,mobile
1560859961720,enter,e7933,,tutor,,mobile
1560859968563,quit,e7933,,tutor,,mobile
1560859968637,enter,b1727,,tutor,,mobile
1560859971203,respond,q2379,,tutor,c,mobile
1560859976097,submit,b1727,,tutor,,mobile
1560859976141,enter,e1727,,tutor,,mobile
1560859984706,quit,e1727,,tutor,,mobile
1560859984744,enter,b8273,,tutor,,mobile
1560859986646,respond,q11220,,tutor,c,mobile
1560859996566,submit,b8273,,tutor,,mobile
1560859996625,enter,e8273,,tutor,,mobile
1560860004728,quit,e8273,,tutor,,mobile
1560860004781,enter,b1776,,tutor,,mobile
1560860006767,respond,q2526,,tutor,d,mobile
1560860012894,submit,b1776,,tutor,,mobile
1560860012953,enter,e1776,,tutor,,mobile
1560860021814,quit,e1776,,tutor,,mobile
1560860021879,enter,b7934,,tutor,,mobile
1560860023632,respond,q10685,,tutor,c,mobile
1560860029120,submit,b7934,,tutor,,mobile
1560860029177,enter,e7934,,tutor,,mobile
1560860038291,quit,e7934,,tutor,,mobile
1560860038362,enter,b5510,,tutor,,mobile
1560860039823,respond,q8014,,tutor,b,mobile
1560860048428,submit,b5510,,tutor,,mobile
1560860048511,enter,e5510,,tutor,,mobile
1560860056550,quit,e5510,,tutor,,mobile
1560860056609,enter,b1304,,tutor,,mobile
1560860058139,respond,q1304,,tutor,c,mobile
1560860063056,submit,b1304,,tutor,,mobile
1560860247854,enter,b5174,,tutor,,mobile
1560860249979,respond,q6789,,tutor,c,mobile
1560860250781,respond,q6790,,tutor,c,mobile
1560860250900,respond,q6790,,tutor,a,mobile
1560860252099,respond,q6791,,tutor,c,mobile
1560860252285,respond,q6791,,tutor,b,mobile
1560860253120,respond,q6792,,tutor,b,mobile
1560860253420,respond,q6792,,tutor,a,mobile
1560860253420,respond,q6792,,tutor,a,mobile
1560860259642,submit,b5174,,tutor,,mobile
1560860271464,enter,e5174,,tutor,,mobile
1560860277521,quit,e5174,,tutor,,mobile
1560860394219,enter,b5455,,tutor,,mobile
1560860396009,respond,q7806,,tutor,b,mobile
1560860402617,submit,b5455,,tutor,,mobile
1560860402691,enter,e5455,,tutor,,mobile
1560860411295,quit,e5455,,tutor,,mobile
1560860415785,enter,e2495,,tutor,,mobile
1560860421701,quit,e2495,,tutor,,mobile
1560860421781,enter,b1918,,tutor,,mobile
1560860422685,respond,q2952,,tutor,d,mobile
1560860428565,submit,b1918,,tutor,,mobile
1560860428641,enter,e1918,,tutor,,mobile
1560860434320,quit,e1918,,tutor,,mobile
1560860434361,enter,b7526,,tutor,,mobile
1560860435694,respond,q10175,,tutor,c,mobile
1560860439599,submit,b7526,,tutor,,mobile
1560860439679,enter,e7526,,tutor,,mobile
1560860447447,quit,e7526,,tutor,,mobile
1560860447540,enter,b1435,,tutor,,mobile
1560860448805,respond,q1503,,tutor,c,mobile
1560860455221,submit,b1435,,tutor,,mobile
1560860455263,enter,e1435,,tutor,,mobile
1560860460815,quit,e1435,,tutor,,mobile
1560860460857,enter,b631,,tutor,,mobile
1560860462313,respond,q631,,tutor,c,mobile
1560860469681,submit,b631,,tutor,,mobile
1560860469735,enter,e631,,tutor,,mobile
1560860475327,quit,e631,,tutor,,mobile
1560860481596,enter,e3827,,tutor,,mobile
1560860490907,quit,e3827,,tutor,,mobile
1560903460972,enter,b8464,,tutor,,mobile
1560903466462,respond,q11523,,tutor,c,mobile
1560903472737,submit,b8464,,tutor,,mobile
1560903472855,enter,e8464,,tutor,,mobile
1560903479947,quit,e8464,,tutor,,mobile
1560903479989,enter,b6533,,tutor,,mobile
1560903488181,respond,q9182,,tutor,c,mobile
1560903489244,respond,q9182,,tutor,b,mobile
1560903493816,submit,b6533,,tutor,,mobile
1560903493877,enter,e6533,,tutor,,mobile
1560903502978,quit,e6533,,tutor,,mobile
1560903503029,enter,b5242,,tutor,,mobile
1560903504479,respond,q7064,,tutor,c,mobile
1560903511153,submit,b5242,,tutor,,mobile
1560903511208,enter,e5242,,tutor,,mobile
1560903518814,quit,e5242,,tutor,,mobile
1560903615810,enter,e2009,,tutor,,mobile
1560903623356,quit,e2009,,tutor,,mobile
1560903629039,enter,e1205,,tutor,,mobile
1560903636158,quit,e1205,,tutor,,mobile
1560903641257,enter,e8113,,tutor,,mobile
1560903648916,quit,e8113,,tutor,,mobile
1560903654822,enter,e4482,,tutor,,mobile
1560903660585,quit,e4482,,tutor,,mobile
1560903665150,enter,e439,,tutor,,mobile
1560903669805,quit,e439,,tutor,,mobile
1560911794730,enter,b874,,tutor,,mobile
1560911827909,play_audio,b874,0,tutor,,mobile
1560911845256,pause_audio,b874,17480,tutor,,mobile
1560911879962,respond,q874,,tutor,b,mobile
1560911880791,respond,q874,,tutor,a,mobile
1560911881644,respond,q874,,tutor,b,mobile
1560911887120,submit,b874,,tutor,,mobile
1560911887334,enter,e874,,tutor,,mobile
1560911896067,quit,e874,,tutor,,mobile
1561003794212,enter,b1905,,tutor,,mobile
1561003830583,play_audio,b1905,0,tutor,,mobile
1561003901591,pause_audio,b1905,72648,tutor,,mobile
1561003921122,respond,q2913,,tutor,b,mobile
1561003971095,submit,b1905,,tutor,,mobile
1561003971181,enter,e1905,,tutor,,mobile
1561004125034,quit,e1905,,tutor,,mobile
1561004791619,enter,e1905,,tutor,,mobile
1561004835395,quit,e1905,,tutor,,mobile
1561005068902,enter,e5704,,tutor,,mobile
1561005070202,quit,e5704,,tutor,,mobile
1561006413717,enter,b1644,,tutor,,mobile
1561006421116,respond,q2130,,tutor,c,mobile
1561006429584,submit,b1644,,tutor,,mobile
1561006429693,enter,e1644,,tutor,,mobile
1561006458151,quit,e1644,,tutor,,mobile
1561006481734,enter,e1823,,tutor,,mobile
1561006489222,quit,e1823,,tutor,,mobile
1561007507863,enter,e1823,,tutor,,mobile
1561007509442,quit,e1823,,tutor,,mobile
1561007509620,enter,e1823,,tutor,,mobile
1561007510873,quit,e1823,,tutor,,mobile
1561018468436,enter,e1823,,tutor,,mobile
1561018539288,quit,e1823,,tutor,,mobile
1561018581719,enter,b1809,,tutor,,mobile
1561018616564,play_audio,b1809,0,tutor,,mobile
1561018653044,pause_audio,b1809,36796,tutor,,mobile
1561018653045,submit,b1809,,tutor,,mobile
1561018698227,enter,e1809,,tutor,,mobile
1561018715076,quit,e1809,,tutor,,mobile
1561018720375,enter,e1809,,tutor,,mobile
1561018966368,quit,e1809,,tutor,,mobile
1561018971565,enter,e1809,,tutor,,mobile
1561019231475,quit,e1809,,tutor,,mobile
1561019236638,enter,e1809,,tutor,,mobile
1561019247657,quit,e1809,,tutor,,mobile
1561019247698,enter,b668,,tutor,,mobile
1561019261373,respond,q668,,tutor,b,mobile
1561019266029,submit,b668,,tutor,,mobile
1561019266119,enter,e668,,tutor,,mobile
1561019281442,quit,e668,,tutor,,mobile
1561019281506,enter,b6287,,tutor,,mobile
1561019284001,respond,q8936,,tutor,b,mobile
1561019287863,submit,b6287,,tutor,,mobile
1561019287901,enter,e6287,,tutor,,mobile
1561019294596,quit,e6287,,tutor,,mobile
1561019303382,enter,e5284,,tutor,,mobile
1561019313161,quit,e5284,,tutor,,mobile
1561019369161,enter,e5320,,tutor,,mobile
1561019375771,quit,e5320,,tutor,,mobile
1561019375803,enter,b1709,,tutor,,mobile
1561019409321,play_audio,b1709,0,tutor,,mobile
1561019472680,pause_audio,b1709,64914,tutor,,mobile
1561021635459,submit,b1709,,tutor,,mobile
1561021635501,enter,e1709,,tutor,,mobile
1561021647491,quit,e1709,,tutor,,mobile
1561021661075,enter,e7454,,tutor,,mobile
1561021667189,quit,e7454,,tutor,,mobile
1561021675773,enter,e5229,,tutor,,mobile
1561021682959,quit,e5229,,tutor,,mobile
1561021683023,enter,b1491,,tutor,,mobile
1561021716411,play_audio,b1491,0,tutor,,mobile
1561021771843,pause_audio,b1491,57149,tutor,,mobile
1561021883270,respond,q1671,,tutor,b,mobile
1561021892579,submit,b1491,,tutor,,mobile
1561021892634,enter,e1491,,tutor,,mobile
1561021920353,quit,e1491,,tutor,,mobile
1561021920388,enter,b5454,,tutor,,mobile
1561021925860,respond,q7801,,tutor,b,mobile
1561021927472,respond,q7802,,tutor,a,mobile
1561021930221,respond,q7803,,tutor,b,mobile
1561021930672,respond,q7803,,tutor,a,mobile
1561021931848,respond,q7805,,tutor,d,mobile
1561021932826,respond,q7804,,tutor,a,mobile
1561021933060,respond,q7804,,tutor,b,mobile
1561021934550,respond,q7805,,tutor,d,mobile
1561021935020,respond,q7805,,tutor,b,mobile
1561021947988,submit,b5454,,tutor,,mobile
1561021959489,enter,e5454,,tutor,,mobile
1561021974832,quit,e5454,,tutor,,mobile
1561021982254,enter,e6719,,tutor,,mobile
1561021986736,quit,e6719,,tutor,,mobile
1561022001783,enter,e5505,,tutor,,mobile
1561022009787,quit,e5505,,tutor,,mobile
1561022017369,enter,e1855,,tutor,,mobile
1561022022540,quit,e1855,,tutor,,mobile
1561081880843,enter,e3548,,tutor,,mobile
1561081891609,quit,e3548,,tutor,,mobile
1561081907640,enter,e5389,,tutor,,mobile
1561081918666,quit,e5389,,tutor,,mobile
1561081946531,enter,e8554,,tutor,,mobile
1561082026081,quit,e8554,,tutor,,mobile
1561082429941,enter,e1887,,tutor,,mobile
1561082452796,quit,e1887,,tutor,,mobile
1561082480577,enter,b2077,,tutor,,mobile
1561082485500,play_audio,b2077,0,tutor,,mobile
1561082494233,pause_audio,b2077,9033,tutor,,mobile
1561082497663,submit,b2077,,tutor,,mobile
1561082497734,enter,e2077,,tutor,,mobile
1561082520096,quit,e2077,,tutor,,mobile
1561082999479,enter,e1611,,tutor,,mobile
1561083007583,quit,e1611,,tutor,,mobile
1561083097620,enter,e3740,,tutor,,mobile
1561083110869,quit,e3740,,tutor,,mobile
1561083352452,enter,e1898,,tutor,,mobile
1561083368271,quit,e1898,,tutor,,mobile
1561083739708,enter,e5323,,tutor,,mobile
1561083782046,quit,e5323,,tutor,,mobile
1561083978100,enter,e2523,,tutor,,mobile
1561083989269,quit,e2523,,tutor,,mobile
1561084001118,enter,e1837,,tutor,,mobile
1561084011157,quit,e1837,,tutor,,mobile
1561084363814,enter,b5260,,tutor,,mobile
1561084387035,respond,q7123,,tutor,b,mobile
1561084391976,submit,b5260,,tutor,,mobile
1561084392026,enter,e5260,,tutor,,mobile
1561084407353,quit,e5260,,tutor,,mobile
1561084725847,enter,e7576,,tutor,,mobile
1561084781746,quit,e7576,,tutor,,mobile
1561085541996,enter,b11,,sprint,,mobile
1561085544892,play_audio,b11,0,sprint,,mobile
1561085550062,pause_audio,b11,5993,sprint,,mobile
1561085553166,submit,b11,,sprint,,mobile
1561085553213,enter,e11,,sprint,,mobile
1561085562766,quit,e11,,sprint,,mobile
1561085562807,enter,b5648,,sprint,,mobile
1561085563590,play_audio,b5648,0,sprint,,mobile
1561085585090,pause_audio,b5648,22234,sprint,,mobile
1561085635518,submit,b5648,,sprint,,mobile
1561085635566,enter,e5648,,sprint,,mobile
1561085641807,quit,e5648,,sprint,,mobile
1561085641852,enter,b5589,,sprint,,mobile
1561085643211,play_audio,b5589,0,sprint,,mobile
1561085644285,respond,q8118,,sprint,b,mobile
1561085644963,pause_audio,b5589,1864,sprint,,mobile
1561085647076,submit,b5589,,sprint,,mobile
1561085647127,enter,e5589,,sprint,,mobile
1561085654272,quit,e5589,,sprint,,mobile
1561085654341,enter,b8233,,sprint,,mobile
1561085655390,play_audio,b8233,0,sprint,,mobile
1561085656053,respond,q11180,,sprint,b,mobile
1561085656902,pause_audio,b8233,1662,sprint,,mobile
1561085662394,submit,b8233,,sprint,,mobile
1561085662450,enter,e8233,,sprint,,mobile
1561085674747,quit,e8233,,sprint,,mobile
1561085674794,enter,b140,,sprint,,mobile
1561085675884,play_audio,b140,0,sprint,,mobile
1561085676316,respond,q140,,sprint,b,mobile
1561085678048,pause_audio,b140,2585,sprint,,mobile
1561085680135,submit,b140,,sprint,,mobile
1561085680172,enter,e140,,sprint,,mobile
1561085685594,quit,e140,,sprint,,mobile
1561085685656,enter,b86,,sprint,,mobile
1561085686858,respond,q86,,sprint,b,mobile
1561085691901,submit,b86,,sprint,,mobile
1561085691970,enter,e86,,sprint,,mobile
1561085697077,quit,e86,,sprint,,mobile
1561085697110,enter,b65,,sprint,,mobile
1561085698218,play_audio,b65,31,sprint,,mobile
1561085699146,respond,q65,,sprint,a,mobile
1561085700134,pause_audio,b65,2017,sprint,,mobile
1561085704043,submit,b65,,sprint,,mobile
1561085704073,enter,e65,,sprint,,mobile
1561085711311,quit,e65,,sprint,,mobile
1561085711348,enter,b8102,,sprint,,mobile
1561085712594,play_audio,b8102,0,sprint,,mobile
1561085712685,respond,q11049,,sprint,c,mobile
1561085713981,respond,q11049,,sprint,a,mobile
1561085714765,pause_audio,b8102,2595,sprint,,mobile
1561085717284,submit,b8102,,sprint,,mobile
1561085717321,enter,e8102,,sprint,,mobile
1561085722152,quit,e8102,,sprint,,mobile
1561085722180,enter,b104,,sprint,,mobile
1561085723260,respond,q104,,sprint,c,mobile
1561085732219,submit,b104,,sprint,,mobile
1561085732247,enter,e104,,sprint,,mobile
1561085739129,quit,e104,,sprint,,mobile
1561085747509,enter,b104,,adaptive_offer,,mobile
1561085748310,play_audio,b104,0,adaptive_offer,,mobile
1561085752893,respond,q104,,adaptive_offer,a,mobile
1561085753865,pause_audio,b104,6346,adaptive_offer,,mobile
1561085756167,submit,b104,,adaptive_offer,,mobile
1561085756239,enter,e104,,adaptive_offer,,mobile
1561085764437,quit,e104,,adaptive_offer,,mobile
1561085764490,enter,b5589,,adaptive_offer,,mobile
1561085765256,play_audio,b5589,0,adaptive_offer,,mobile
1561085765650,respond,q8118,,adaptive_offer,b,mobile
1561085766934,pause_audio,b5589,1846,adaptive_offer,,mobile
1561085767922,submit,b5589,,adaptive_offer,,mobile
1561085880639,enter,b4869,,sprint,,mobile
1561085882315,respond,q6337,,sprint,c,mobile
1561085890291,submit,b4869,,sprint,,mobile
1561085890358,enter,b6960,,sprint,,mobile
1561085891631,respond,q9609,,sprint,c,mobile
1561085896178,submit,b6960,,sprint,,mobile
1561085896232,enter,e6960,,sprint,,mobile
1561085907853,quit,e6960,,sprint,,mobile
1561085907894,enter,b2693,,sprint,,mobile
1561085909270,respond,q4161,,sprint,c,mobile
1561085916301,submit,b2693,,sprint,,mobile
1561085916350,enter,e2693,,sprint,,mobile
1561085925514,quit,e2693,,sprint,,mobile
1561085937210,enter,e7590,,sprint,,mobile
1561085943053,quit,e7590,,sprint,,mobile
1561085943109,enter,b3058,,sprint,,mobile
1561085944060,respond,q4526,,sprint,c,mobile
1561085947207,submit,b3058,,sprint,,mobile
1561085947285,enter,e3058,,sprint,,mobile
1561085953526,quit,e3058,,sprint,,mobile
1561085953579,enter,b4178,,sprint,,mobile
1561085955014,respond,q5646,,sprint,d,mobile
1561085967817,submit,b4178,,sprint,,mobile
1561085967900,enter,e4178,,sprint,,mobile
1561085975445,quit,e4178,,sprint,,mobile
1561085975484,enter,b3864,,sprint,,mobile
1561085976320,respond,q5332,,sprint,b,mobile
1561085980612,submit,b3864,,sprint,,mobile
1561085980665,enter,e3864,,sprint,,mobile
1561085989188,quit,e3864,,sprint,,mobile
1561085989219,enter,b6354,,sprint,,mobile
1561085990274,respond,q9003,,sprint,c,mobile
1561085994346,submit,b6354,,sprint,,mobile
1561085994392,enter,e6354,,sprint,,mobile
1561086006092,quit,e6354,,sprint,,mobile
1561086006145,enter,b3946,,sprint,,mobile
1561086007841,respond,q5414,,sprint,d,mobile
1561086011708,submit,b3946,,sprint,,mobile
1561086011789,enter,e3946,,sprint,,mobile
1561086018537,quit,e3946,,sprint,,mobile
1561086018570,enter,b3096,,sprint,,mobile
1561086019621,respond,q4564,,sprint,b,mobile
1561086023125,submit,b3096,,sprint,,mobile
1561086023167,enter,e3096,,sprint,,mobile
1561086029357,quit,e3096,,sprint,,mobile
1561086029394,enter,b4144,,sprint,,mobile
1561086030491,respond,q5612,,sprint,c,mobile
1561086035714,submit,b4144,,sprint,,mobile
1561086035753,enter,e4144,,sprint,,mobile
1561086064713,quit,e4144,,sprint,,mobile
1561086064757,enter,b6901,,sprint,,mobile
1561086066320,respond,q9550,,sprint,c,mobile
1561086071982,submit,b6901,,sprint,,mobile
1561086072049,enter,e6901,,sprint,,mobile
1561086078250,quit,e6901,,sprint,,mobile
1561086086923,enter,e4700,,sprint,,mobile
1561086092585,quit,e4700,,sprint,,mobile
1561086092624,enter,b3423,,sprint,,mobile
1561086093704,respond,q4891,,sprint,c,mobile
1561086097203,submit,b3423,,sprint,,mobile
1561086097267,enter,e3423,,sprint,,mobile
1561086103601,quit,e3423,,sprint,,mobile
1561086103664,enter,b4570,,sprint,,mobile
1561086104657,respond,q6038,,sprint,b,mobile
1561086107973,submit,b4570,,sprint,,mobile
1561086108030,enter,e4570,,sprint,,mobile
1561086114252,quit,e4570,,sprint,,mobile
1561086114293,enter,b5941,,sprint,,mobile
1561086115487,respond,q8590,,sprint,c,mobile
1561086121155,submit,b5941,,sprint,,mobile
1561086121192,enter,e5941,,sprint,,mobile
1561086129031,quit,e5941,,sprint,,mobile
1561086129071,enter,b2814,,sprint,,mobile
1561086130172,respond,q4282,,sprint,b,mobile
1561086133754,submit,b2814,,sprint,,mobile
1561086133803,enter,e2814,,sprint,,mobile
1561086141966,quit,e2814,,sprint,,mobile
1561086142008,enter,b2832,,sprint,,mobile
1561086152295,respond,q4300,,sprint,c,mobile
1561086155447,submit,b2832,,sprint,,mobile
1561086155477,enter,e2832,,sprint,,mobile
1561086161755,quit,e2832,,sprint,,mobile
1561086161846,enter,b4922,,sprint,,mobile
1561086167255,respond,q6390,,sprint,d,mobile
1561086170933,submit,b4922,,sprint,,mobile
1561086170987,enter,e4922,,sprint,,mobile
1561086182917,quit,e4922,,sprint,,mobile
1561086182958,enter,b7440,,sprint,,mobile
1561086184110,respond,q10089,,sprint,c,mobile
1561086192001,submit,b7440,,sprint,,mobile
1561086192063,enter,e7440,,sprint,,mobile
1561086199364,quit,e7440,,sprint,,mobile
1561086199396,enter,b3114,,sprint,,mobile
1561086201212,respond,q4582,,sprint,d,mobile
1561086204030,submit,b3114,,sprint,,mobile
1561086204059,enter,e3114,,sprint,,mobile
1561086209750,quit,e3114,,sprint,,mobile
1561086209775,enter,b2628,,sprint,,mobile
1561086210720,respond,q4096,,sprint,b,mobile
1561086214243,submit,b2628,,sprint,,mobile
1561086214271,enter,e2628,,sprint,,mobile
1561086221639,quit,e2628,,sprint,,mobile
1561086221710,enter,b4181,,sprint,,mobile
1561086222994,respond,q5649,,sprint,c,mobile
1561086227347,submit,b4181,,sprint,,mobile
1561086227383,enter,e4181,,sprint,,mobile
1561086236201,quit,e4181,,sprint,,mobile
1561086236255,enter,b6687,,sprint,,mobile
1561086237239,respond,q9336,,sprint,c,mobile
1561086244297,submit,b6687,,sprint,,mobile
1561086244327,enter,e6687,,sprint,,mobile
1561086250597,quit,e6687,,sprint,,mobile
1561086250625,enter,b3984,,sprint,,mobile
1561086251755,respond,q5452,,sprint,c,mobile
1561086255209,submit,b3984,,sprint,,mobile
1561086255242,enter,e3984,,sprint,,mobile
1561086262976,quit,e3984,,sprint,,mobile
1561086288583,enter,b1676,,sprint,,mobile
1561086289623,respond,q2226,,sprint,c,mobile
1561086294440,submit,b1676,,sprint,,mobile
1561086294483,enter,e1676,,sprint,,mobile
1561086299865,quit,e1676,,sprint,,mobile
1561086299910,enter,b1446,,sprint,,mobile
1561086300930,respond,q1536,,sprint,b,mobile
1561086305086,submit,b1446,,sprint,,mobile
1561086305118,enter,e1446,,sprint,,mobile
1561086311026,quit,e1446,,sprint,,mobile
1561086311072,enter,b1705,,sprint,,mobile
1561086312290,respond,q2313,,sprint,c,mobile
1561086313685,respond,q2313,,sprint,c,mobile
1561086315069,respond,q2313,,sprint,c,mobile
1561086319323,submit,b1705,,sprint,,mobile
1561086319385,enter,e1705,,sprint,,mobile
1561086324305,quit,e1705,,sprint,,mobile
1561086324352,enter,b1635,,sprint,,mobile
1561086325537,respond,q2103,,sprint,c,mobile
1561086327335,respond,q2103,,sprint,c,mobile
1561086329232,respond,q2103,,sprint,c,mobile
1561086333909,submit,b1635,,sprint,,mobile
1561086333962,enter,e1635,,sprint,,mobile
1561086340031,quit,e1635,,sprint,,mobile
1561086340076,enter,b1576,,sprint,,mobile
1561086341299,respond,q1926,,sprint,b,mobile
1561086342839,respond,q1926,,sprint,b,mobile
1561086344624,respond,q1926,,sprint,b,mobile
1561086348086,submit,b1576,,sprint,,mobile
1561086348125,enter,e1576,,sprint,,mobile
1561086353230,quit,e1576,,sprint,,mobile
1561086353265,enter,b1741,,sprint,,mobile
1561086354253,respond,q2421,,sprint,c,mobile
1561086355778,respond,q2421,,sprint,c,mobile
1561086357333,respond,q2421,,sprint,c,mobile
1561086361094,submit,b1741,,sprint,,mobile
1561086361121,enter,e1741,,sprint,,mobile
1561086368934,quit,e1741,,sprint,,mobile
1561095647894,enter,e607,,tutor,,mobile
1561095694525,quit,e607,,tutor,,mobile
1561095711090,enter,e1816,,tutor,,mobile
1561095719549,quit,e1816,,tutor,,mobile
1561095724849,enter,e1770,,tutor,,mobile
1561095731744,quit,e1770,,tutor,,mobile
1561095740150,enter,e5696,,tutor,,mobile
1561095745948,quit,e5696,,tutor,,mobile
1561095750847,enter,e11490,,tutor,,mobile
1561095758065,quit,e11490,,tutor,,mobile
1561095763993,enter,e5365,,tutor,,mobile
1561095770494,quit,e5365,,tutor,,mobile
1561095775852,enter,e2072,,tutor,,mobile
1561095783639,quit,e2072,,tutor,,mobile
1561095788613,enter,e1895,,tutor,,mobile
1561095795531,quit,e1895,,tutor,,mobile
1561095805981,enter,e5498,,tutor,,mobile
1561095831814,quit,e5498,,tutor,,mobile
1561095837172,enter,e4132,,tutor,,mobile
1561095844077,quit,e4132,,tutor,,mobile
1561095851244,enter,e1614,,tutor,,mobile
1561095857539,quit,e1614,,tutor,,mobile
1561095862993,enter,e2030,,tutor,,mobile
1561095868077,quit,e2030,,tutor,,mobile
1561095872827,enter,e1961,,tutor,,mobile
1561095879467,quit,e1961,,tutor,,mobile
1561095884304,enter,e1474,,tutor,,mobile
1561095889269,quit,e1474,,tutor,,mobile
1561095893950,enter,e11354,,tutor,,mobile
1561095900385,quit,e11354,,tutor,,mobile
1561095907152,enter,e5502,,tutor,,mobile
1561095912719,quit,e5502,,tutor,,mobile
1561095917048,enter,e974,,tutor,,mobile
1561095922490,quit,e974,,tutor,,mobile
1561095934808,enter,e5205,,tutor,,mobile
1561096028822,quit,e5205,,tutor,,mobile
1561102907771,enter,e5312,,tutor,,mobile
1561102921198,quit,e5312,,tutor,,mobile
1561102927404,enter,e1974,,tutor,,mobile
1561102931499,quit,e1974,,tutor,,mobile
1561102975553,enter,e4396,,tutor,,mobile
1561102979905,quit,e4396,,tutor,,mobile
1561103029133,enter,b1965,,tutor,,mobile
1561103033744,play_audio,b1965,0,tutor,,mobile
1561103033963,pause_audio,b1965,144,tutor,,mobile
1561103033963,submit,b1965,,tutor,,mobile
1561103034003,enter,e1965,,tutor,,mobile
1561103042796,quit,e1965,,tutor,,mobile
1561103042825,enter,b5240,,tutor,,mobile
1561103044267,respond,q7054,,tutor,c,mobile
1561103045226,respond,q7055,,tutor,d,mobile
1561103045484,respond,q7055,,tutor,a,mobile
1561103046250,respond,q7056,,tutor,c,mobile
1561103046465,respond,q7056,,tutor,b,mobile
1561103047199,respond,q7057,,tutor,c,mobile
1561103047465,respond,q7057,,tutor,a,mobile
1561103048589,respond,q7058,,tutor,b,mobile
1561103048909,respond,q7058,,tutor,a,mobile
1561103055293,submit,b5240,,tutor,,mobile
